OrderID,CustomerID,Region,Category,ProductName,Quantity,UnitPrice,Revenue,OrderDate,BillingStatus,TicketOpenDate,TicketCloseDate,Month,DaysToClose,ClosedWithin7
ORD-1186,CUST-086,South,Service Contract,Basic Plan,5,1838.92,9194.6,2024-08-29,Overdue,2024-08-29,2024-09-12,2024-08,14,False
ORD-1187,CUST-036,West,Equipment,Display Panel,1,1816.42,1816.42,2024-01-10,Pending,2024-01-10,2024-01-14,2024-01,4,True
ORD-1188,CUST-039,West,Spare Parts,Control Board,4,637.24,2548.96,2024-01-25,Billed,2024-01-25,2024-02-01,2024-01,7,True
ORD-1189,CUST-118,North,Spare Parts,Valve Kit,10,1095.3,10953.0,2024-11-19,Overdue,2024-11-19,2024-11-29,2024-11,10,False
ORD-1190,CUST-062,South,Time & Materials,Remote Support,1,1248.88,1248.88,2024-05-03,Overdue,2024-05-03,2024-05-10,2024-05,7,True
ORD-1191,CUST-048,North,Time & Materials,On-site Repair,9,1110.96,9998.64,2024-09-16,Overdue,2024-09-16,2024-09-17,2024-09,1,True
ORD-1192,CUST-100,West,Spare Parts,Valve Kit,6,544.62,3267.72,2024-01-09,Pending,2024-01-09,2024-01-22,2024-01,13,False
ORD-1193,CUST-018,East,Service Contract,Enterprise Plan,2,1554.43,3108.86,2024-06-19,Billed,2024-06-19,2024-06-20,2024-06,1,True
ORD-1194,CUST-091,East,Service Contract,Enterprise Plan,8,1962.6,15700.8,2024-09-02,Overdue,2024-09-02,2024-09-05,2024-09,3,True
ORD-1195,CUST-035,North,Equipment,Sensor Unit,5,443.1,2215.5,2024-04-12,Billed,2024-04-12,2024-04-18,2024-04,6,True
ORD-1196,CUST-080,West,Equipment,Motor Assembly,1,1518.92,1518.92,2024-04-07,Pending,2024-04-07,2024-04-13,2024-04,6,True
ORD-1197,CUST-013,East,Time & Materials,On-site Repair,6,902.06,5412.36,2024-07-23,Overdue,2024-07-23,2024-07-31,2024-07,8,False
ORD-1198,CUST-099,East,Service Contract,Premium Plan,8,766.33,6130.64,2024-09-22,Pending,2024-09-22,2024-10-05,2024-09,13,False
ORD-1199,CUST-022,West,Spare Parts,Valve Kit,10,1990.44,19904.4,2024-04-02,Overdue,2024-04-02,2024-04-07,2024-04,5,True
ORD-1200,CUST-083,North,Spare Parts,Control Board,5,647.67,3238.35,2024-11-04,Overdue,2024-11-04,2024-11-11,2024-11,7,True
ORD-1201,CUST-043,West,Time & Materials,Remote Support,1,1467.29,1467.29,2024-06-29,Overdue,2024-06-29,2024-07-06,2024-06,7,True
ORD-1202,CUST-071,North,Spare Parts,Valve Kit,6,1050.52,6303.12,2024-12-13,Billed,2024-12-13,2024-12-14,2024-12,1,True
ORD-1203,CUST-037,West,Spare Parts,Pump Seal,2,510.19,1020.38,2024-11-26,Pending,2024-11-26,2024-12-02,2024-11,6,True
ORD-1204,CUST-099,North,Service Contract,Enterprise Plan,8,1900.21,15201.68,2024-07-09,Pending,2024-07-09,2024-07-22,2024-07,13,False
ORD-1205,CUST-020,South,Time & Materials,Remote Support,6,1316.64,7899.84,2024-05-07,Billed,2024-05-07,2024-05-08,2024-05,1,True
ORD-1206,CUST-048,West,Equipment,Display Panel,2,560.46,1120.92,2024-05-13,Overdue,2024-05-13,2024-05-21,2024-05,8,False
ORD-1207,CUST-055,East,Equipment,Sensor Unit,2,314.67,629.34,2024-02-07,Pending,2024-02-07,2024-02-10,2024-02,3,True
ORD-1208,CUST-114,North,Time & Materials,Inspection Visit,6,1433.6,8601.6,2024-10-08,Overdue,2024-10-08,2024-10-13,2024-10,5,True
ORD-1209,CUST-077,South,Service Contract,Premium Plan,9,487.27,4385.43,2024-04-12,Billed,2024-04-12,2024-04-16,2024-04,4,True
ORD-1210,CUST-127,North,Time & Materials,Inspection Visit,10,769.38,7693.8,2024-10-09,Billed,2024-10-09,2024-10-19,2024-10,10,False
ORD-1211,CUST-023,North,Time & Materials,Remote Support,8,1075.11,8600.88,2024-07-28,Overdue,2024-07-28,2024-07-30,2024-07,2,True
ORD-1212,CUST-033,East,Spare Parts,Valve Kit,8,1376.21,11009.68,2024-06-25,Billed,2024-06-25,2024-07-09,2024-06,14,False
ORD-1213,CUST-142,South,Service Contract,Premium Plan,9,1825.89,16433.01,2024-01-29,Billed,2024-01-29,2024-02-07,2024-01,9,False
ORD-1214,CUST-040,East,Service Contract,Basic Plan,6,1872.74,11236.44,2024-04-25,Pending,2024-04-25,2024-05-04,2024-04,9,False
ORD-1215,CUST-073,North,Time & Materials,On-site Repair,9,585.18,5266.62,2024-11-16,Pending,2024-11-16,2024-11-26,2024-11,10,False
ORD-1216,CUST-137,North,Service Contract,Enterprise Plan,10,350.68,3506.8,2024-12-03,Overdue,2024-12-03,2024-12-15,2024-12,12,False
ORD-1217,CUST-087,North,Spare Parts,Filter Unit,1,1899.67,1899.67,2024-10-22,Pending,2024-10-22,2024-11-02,2024-10,11,False
ORD-1218,CUST-054,West,Spare Parts,Valve Kit,9,614.86,5533.74,2024-06-03,Pending,2024-06-03,2024-06-07,2024-06,4,True
ORD-1219,CUST-104,East,Equipment,Sensor Unit,1,358.26,358.26,2024-07-31,Pending,2024-07-31,2024-08-08,2024-07,8,False
ORD-1220,CUST-053,East,Service Contract,Premium Plan,6,1481.69,8890.14,2024-06-25,Pending,2024-06-25,2024-06-28,2024-06,3,True
ORD-1221,CUST-095,North,Time & Materials,On-site Repair,8,288.92,2311.36,2024-08-18,Billed,2024-08-18,2024-08-21,2024-08,3,True
ORD-1222,CUST-025,North,Time & Materials,Remote Support,10,865.36,8653.6,2024-03-22,Pending,2024-03-22,2024-04-01,2024-03,10,False
ORD-1223,CUST-081,South,Service Contract,Premium Plan,9,960.29,8642.61,2024-06-06,Pending,2024-06-06,2024-06-07,2024-06,1,True
ORD-1224,CUST-024,West,Equipment,Sensor Unit,4,1187.52,4750.08,2024-01-25,Billed,2024-01-25,2024-01-30,2024-01,5,True
ORD-1225,CUST-127,West,Time & Materials,Inspection Visit,1,1701.99,1701.99,2024-08-08,Billed,2024-08-08,2024-08-13,2024-08,5,True
ORD-1226,CUST-094,West,Time & Materials,On-site Repair,7,149.76,1048.32,2024-10-14,Billed,2024-10-14,2024-10-20,2024-10,6,True
ORD-1227,CUST-142,East,Spare Parts,Valve Kit,9,928.19,8353.71,2024-10-08,Pending,2024-10-08,2024-10-22,2024-10,14,False
ORD-1228,CUST-031,South,Spare Parts,Valve Kit,6,1600.05,9600.3,2024-06-22,Overdue,2024-06-22,2024-06-28,2024-06,6,True
ORD-1229,CUST-037,South,Equipment,Display Panel,1,138.34,138.34,2024-03-11,Overdue,2024-03-11,2024-03-17,2024-03,6,True
ORD-1230,CUST-122,West,Service Contract,Enterprise Plan,9,322.57,2903.13,2024-11-09,Pending,2024-11-09,2024-11-12,2024-11,3,True
ORD-1231,CUST-101,East,Time & Materials,Inspection Visit,9,1088.06,9792.54,2024-12-28,Overdue,2024-12-28,2025-01-02,2024-12,5,True
ORD-1232,CUST-122,North,Time & Materials,Remote Support,2,1960.8,3921.6,2024-10-25,Pending,2024-10-25,2024-11-07,2024-10,13,False
ORD-1233,CUST-007,West,Time & Materials,Inspection Visit,10,1176.39,11763.9,2024-01-27,Overdue,2024-01-27,2024-02-04,2024-01,8,False
ORD-1234,CUST-044,West,Service Contract,Enterprise Plan,4,111.56,446.24,2024-12-24,Billed,2024-12-24,2024-12-28,2024-12,4,True
ORD-1235,CUST-005,West,Time & Materials,Remote Support,3,855.27,2565.81,2024-04-14,Pending,2024-04-14,2024-04-23,2024-04,9,False
ORD-1236,CUST-121,North,Service Contract,Enterprise Plan,4,1143.73,4574.92,2024-12-05,Pending,2024-12-05,2024-12-14,2024-12,9,False
ORD-1237,CUST-097,East,Service Contract,Premium Plan,9,717.54,6457.86,2024-06-30,Overdue,2024-06-30,2024-07-13,2024-06,13,False
ORD-1238,CUST-068,West,Service Contract,Basic Plan,5,1138.27,5691.35,2024-04-25,Pending,2024-04-25,2024-05-08,2024-04,13,False
ORD-1239,CUST-074,South,Equipment,Motor Assembly,8,730.17,5841.36,2024-05-20,Pending,2024-05-20,2024-05-22,2024-05,2,True
ORD-1240,CUST-147,West,Equipment,Motor Assembly,3,616.38,1849.14,2024-05-27,Overdue,2024-05-27,2024-05-29,2024-05,2,True
ORD-1241,CUST-089,West,Time & Materials,Inspection Visit,8,467.27,3738.16,2024-10-02,Pending,2024-10-02,2024-10-11,2024-10,9,False
ORD-1242,CUST-070,South,Spare Parts,Pump Seal,4,148.99,595.96,2024-09-28,Billed,2024-09-28,2024-10-09,2024-09,11,False
ORD-1243,CUST-060,North,Spare Parts,Valve Kit,6,1448.85,8693.1,2024-02-21,Overdue,2024-02-21,2024-03-05,2024-02,13,False
ORD-1244,CUST-036,North,Service Contract,Premium Plan,8,981.02,7848.16,2024-04-12,Pending,2024-04-12,2024-04-18,2024-04,6,True
ORD-1245,CUST-074,North,Spare Parts,Pump Seal,9,1490.44,13413.96,2024-01-20,Billed,2024-01-20,2024-01-27,2024-01,7,True
ORD-1246,CUST-046,North,Equipment,Motor Assembly,3,1876.39,5629.17,2024-05-28,Billed,2024-05-28,2024-05-29,2024-05,1,True
ORD-1247,CUST-077,North,Time & Materials,Remote Support,8,1978.74,15829.92,2024-10-05,Overdue,2024-10-05,2024-10-13,2024-10,8,False
ORD-1248,CUST-035,West,Time & Materials,On-site Repair,2,694.83,1389.66,2024-08-22,Overdue,2024-08-22,2024-08-27,2024-08,5,True
ORD-1249,CUST-048,North,Time & Materials,Remote Support,10,1365.08,13650.8,2024-04-08,Billed,2024-04-08,2024-04-18,2024-04,10,False
ORD-1250,CUST-104,West,Time & Materials,On-site Repair,7,1355.05,9485.35,2024-04-04,Billed,2024-04-04,2024-04-12,2024-04,8,False
ORD-1251,CUST-083,South,Spare Parts,Control Board,7,509.27,3564.89,2024-05-16,Pending,2024-05-16,2024-05-21,2024-05,5,True
ORD-1252,CUST-150,North,Time & Materials,Inspection Visit,6,1400.9,8405.4,2024-02-01,Overdue,2024-02-01,2024-02-03,2024-02,2,True
ORD-1253,CUST-120,East,Service Contract,Premium Plan,9,1850.06,16650.54,2024-12-26,Pending,2024-12-26,2025-01-07,2024-12,12,False
ORD-1254,CUST-031,East,Time & Materials,Inspection Visit,4,477.3,1909.2,2024-03-09,Pending,2024-03-09,2024-03-12,2024-03,3,True
ORD-1255,CUST-117,East,Equipment,Display Panel,9,1829.95,16469.55,2024-10-02,Overdue,2024-10-02,2024-10-16,2024-10,14,False
ORD-1256,CUST-056,South,Spare Parts,Valve Kit,9,1422.34,12801.06,2024-02-09,Overdue,2024-02-09,2024-02-11,2024-02,2,True
ORD-1257,CUST-016,South,Service Contract,Basic Plan,6,1716.25,10297.5,2024-08-14,Billed,2024-08-14,2024-08-25,2024-08,11,False
ORD-1258,CUST-053,West,Spare Parts,Valve Kit,1,934.19,934.19,2024-09-19,Pending,2024-09-19,2024-09-27,2024-09,8,False
ORD-1259,CUST-145,North,Equipment,Display Panel,5,1460.4,7302.0,2024-07-21,Pending,2024-07-21,2024-08-04,2024-07,14,False
ORD-1260,CUST-001,South,Spare Parts,Filter Unit,7,721.83,5052.81,2024-02-02,Overdue,2024-02-02,2024-02-03,2024-02,1,True
ORD-1261,CUST-018,West,Spare Parts,Control Board,7,400.96,2806.72,2024-03-10,Overdue,2024-03-10,2024-03-22,2024-03,12,False
ORD-1262,CUST-108,East,Equipment,Motor Assembly,7,782.51,5477.57,2024-12-15,Overdue,2024-12-15,2024-12-29,2024-12,14,False
ORD-1263,CUST-139,South,Time & Materials,On-site Repair,3,1986.05,5958.15,2024-07-20,Overdue,2024-07-20,2024-07-23,2024-07,3,True
ORD-1264,CUST-058,North,Spare Parts,Control Board,8,1363.32,10906.56,2024-10-05,Pending,2024-10-05,2024-10-14,2024-10,9,False
ORD-1265,CUST-098,South,Service Contract,Premium Plan,6,352.49,2114.94,2024-04-06,Overdue,2024-04-06,2024-04-19,2024-04,13,False
ORD-1266,CUST-029,North,Equipment,Display Panel,1,519.3,519.3,2024-02-04,Billed,2024-02-04,2024-02-14,2024-02,10,False
ORD-1267,CUST-009,West,Spare Parts,Pump Seal,1,834.42,834.42,2024-04-29,Overdue,2024-04-29,2024-05-03,2024-04,4,True
ORD-1268,CUST-015,South,Time & Materials,On-site Repair,10,671.86,6718.6,2024-11-02,Overdue,2024-11-02,2024-11-16,2024-11,14,False
ORD-1269,CUST-083,South,Time & Materials,On-site Repair,9,481.03,4329.27,2024-06-02,Pending,2024-06-02,2024-06-03,2024-06,1,True
ORD-1270,CUST-143,South,Equipment,Display Panel,8,141.42,1131.36,2024-06-25,Overdue,2024-06-25,2024-07-06,2024-06,11,False
ORD-1271,CUST-098,East,Equipment,Motor Assembly,3,634.78,1904.34,2024-04-04,Overdue,2024-04-04,2024-04-12,2024-04,8,False
ORD-1272,CUST-062,South,Time & Materials,Inspection Visit,3,1621.26,4863.78,2024-01-30,Overdue,2024-01-30,2024-02-06,2024-01,7,True
ORD-1273,CUST-107,South,Equipment,Sensor Unit,5,446.51,2232.55,2024-11-27,Billed,2024-11-27,2024-12-05,2024-11,8,False
ORD-1274,CUST-095,North,Service Contract,Basic Plan,5,785.48,3927.4,2024-11-05,Overdue,2024-11-05,2024-11-06,2024-11,1,True
ORD-1275,CUST-019,South,Service Contract,Premium Plan,4,1745.47,6981.88,2024-06-19,Pending,2024-06-19,2024-06-20,2024-06,1,True
ORD-1276,CUST-055,South,Spare Parts,Valve Kit,4,1406.47,5625.88,2024-12-26,Billed,2024-12-26,2025-01-02,2024-12,7,True
ORD-1277,CUST-062,East,Time & Materials,Remote Support,8,1090.62,8724.96,2024-07-02,Pending,2024-07-02,2024-07-07,2024-07,5,True
ORD-1278,CUST-093,West,Equipment,Sensor Unit,8,1535.18,12281.44,2024-06-12,Billed,2024-06-12,2024-06-18,2024-06,6,True
ORD-1279,CUST-081,West,Spare Parts,Pump Seal,3,81.63,244.89,2024-10-10,Overdue,2024-10-10,2024-10-20,2024-10,10,False
ORD-1280,CUST-107,East,Service Contract,Basic Plan,6,498.54,2991.24,2024-10-18,Billed,2024-10-18,2024-10-26,2024-10,8,False
ORD-1281,CUST-141,East,Time & Materials,Remote Support,8,948.62,7588.96,2024-06-29,Billed,2024-06-29,2024-07-02,2024-06,3,True
ORD-1282,CUST-140,West,Service Contract,Enterprise Plan,1,1071.69,1071.69,2024-02-08,Overdue,2024-02-08,2024-02-09,2024-02,1,True
ORD-1283,CUST-002,West,Service Contract,Enterprise Plan,4,182.54,730.16,2024-03-18,Billed,2024-03-18,2024-03-22,2024-03,4,True
ORD-1284,CUST-130,West,Time & Materials,On-site Repair,10,1293.57,12935.7,2024-11-11,Pending,2024-11-11,2024-11-22,2024-11,11,False
ORD-1285,CUST-125,North,Spare Parts,Valve Kit,1,82.62,82.62,2024-05-20,Overdue,2024-05-20,2024-05-25,2024-05,5,True
ORD-1286,CUST-005,West,Service Contract,Basic Plan,2,1072.55,2145.1,2024-05-03,Billed,2024-05-03,2024-05-13,2024-05,10,False
ORD-1287,CUST-135,East,Time & Materials,Remote Support,7,204.09,1428.63,2024-07-26,Pending,2024-07-26,2024-08-05,2024-07,10,False
ORD-1288,CUST-063,South,Time & Materials,Inspection Visit,2,1324.78,2649.56,2024-11-28,Billed,2024-11-28,2024-11-30,2024-11,2,True
ORD-1289,CUST-104,West,Equipment,Display Panel,8,159.42,1275.36,2024-01-05,Overdue,2024-01-05,2024-01-08,2024-01,3,True
ORD-1290,CUST-022,West,Equipment,Display Panel,6,1153.42,6920.52,2024-02-18,Overdue,2024-02-18,2024-02-19,2024-02,1,True
ORD-1291,CUST-059,South,Equipment,Motor Assembly,1,1852.11,1852.11,2024-12-16,Pending,2024-12-16,2024-12-25,2024-12,9,False
ORD-1292,CUST-145,North,Service Contract,Premium Plan,1,1924.86,1924.86,2024-10-27,Billed,2024-10-27,2024-11-09,2024-10,13,False
ORD-1293,CUST-102,North,Time & Materials,On-site Repair,10,518.92,5189.2,2024-07-18,Overdue,2024-07-18,2024-07-27,2024-07,9,False
ORD-1294,CUST-085,West,Service Contract,Enterprise Plan,2,1026.55,2053.1,2024-06-26,Billed,2024-06-26,2024-06-28,2024-06,2,True
ORD-1295,CUST-112,South,Spare Parts,Control Board,10,1549.56,15495.6,2024-10-31,Pending,2024-10-31,2024-11-13,2024-10,13,False
ORD-1296,CUST-084,North,Time & Materials,Remote Support,8,494.87,3958.96,2024-10-10,Pending,2024-10-10,2024-10-17,2024-10,7,True
ORD-1297,CUST-048,West,Spare Parts,Control Board,4,1440.56,5762.24,2024-02-12,Pending,2024-02-12,2024-02-15,2024-02,3,True
ORD-1298,CUST-098,South,Equipment,Motor Assembly,6,257.77,1546.62,2024-01-03,Pending,2024-01-03,2024-01-11,2024-01,8,False
ORD-1299,CUST-093,East,Spare Parts,Pump Seal,2,415.41,830.82,2024-08-17,Overdue,2024-08-17,2024-08-26,2024-08,9,False
ORD-1300,CUST-132,West,Spare Parts,Filter Unit,2,740.13,1480.26,2024-02-17,Overdue,2024-02-17,2024-02-27,2024-02,10,False
ORD-1301,CUST-084,West,Spare Parts,Control Board,7,806.21,5643.47,2024-02-13,Overdue,2024-02-13,2024-02-22,2024-02,9,False
ORD-1302,CUST-063,South,Equipment,Sensor Unit,3,574.39,1723.17,2024-05-17,Pending,2024-05-17,2024-05-20,2024-05,3,True
ORD-1303,CUST-017,South,Equipment,Motor Assembly,7,634.52,4441.64,2024-02-09,Pending,2024-02-09,2024-02-14,2024-02,5,True
ORD-1304,CUST-064,West,Service Contract,Premium Plan,2,314.2,628.4,2024-01-04,Pending,2024-01-04,2024-01-10,2024-01,6,True
ORD-1305,CUST-098,East,Equipment,Motor Assembly,7,1640.18,11481.26,2024-11-29,Overdue,2024-11-29,2024-12-02,2024-11,3,True
ORD-1306,CUST-077,East,Service Contract,Premium Plan,6,396.39,2378.34,2024-07-22,Pending,2024-07-22,2024-07-27,2024-07,5,True
ORD-1307,CUST-126,South,Time & Materials,Remote Support,5,1642.16,8210.8,2024-07-20,Pending,2024-07-20,2024-07-22,2024-07,2,True
ORD-1308,CUST-145,South,Service Contract,Enterprise Plan,9,102.49,922.41,2024-08-24,Overdue,2024-08-24,2024-08-28,2024-08,4,True
ORD-1309,CUST-113,East,Spare Parts,Valve Kit,8,321.4,2571.2,2024-06-04,Billed,2024-06-04,2024-06-09,2024-06,5,True
ORD-1310,CUST-040,West,Equipment,Sensor Unit,8,1981.87,15854.96,2024-09-02,Overdue,2024-09-02,2024-09-09,2024-09,7,True
ORD-1311,CUST-137,West,Spare Parts,Control Board,9,1207.95,10871.55,2024-02-13,Billed,2024-02-13,2024-02-26,2024-02,13,False
ORD-1312,CUST-064,East,Service Contract,Enterprise Plan,10,136.38,1363.8,2024-11-26,Overdue,2024-11-26,2024-12-07,2024-11,11,False
ORD-1313,CUST-103,East,Equipment,Sensor Unit,1,242.28,242.28,2024-04-23,Overdue,2024-04-23,2024-05-05,2024-04,12,False
ORD-1314,CUST-133,South,Equipment,Motor Assembly,7,952.97,6670.79,2024-12-13,Overdue,2024-12-13,2024-12-25,2024-12,12,False
ORD-1315,CUST-129,South,Time & Materials,On-site Repair,8,253.87,2030.96,2024-07-31,Billed,2024-07-31,2024-08-02,2024-07,2,True
ORD-1316,CUST-037,East,Time & Materials,Remote Support,8,1579.33,12634.64,2024-09-23,Pending,2024-09-23,2024-09-29,2024-09,6,True
ORD-1317,CUST-122,North,Equipment,Display Panel,8,671.87,5374.96,2024-06-02,Billed,2024-06-02,2024-06-15,2024-06,13,False
ORD-1318,CUST-030,North,Time & Materials,Inspection Visit,2,1370.42,2740.84,2024-03-25,Overdue,2024-03-25,2024-03-29,2024-03,4,True
ORD-1319,CUST-133,South,Service Contract,Premium Plan,9,881.42,7932.78,2024-08-24,Billed,2024-08-24,2024-09-06,2024-08,13,False
ORD-1320,CUST-104,South,Service Contract,Enterprise Plan,7,821.39,5749.73,2024-11-10,Billed,2024-11-10,2024-11-18,2024-11,8,False
ORD-1321,CUST-110,West,Spare Parts,Pump Seal,4,592.77,2371.08,2024-12-26,Billed,2024-12-26,2025-01-05,2024-12,10,False
ORD-1322,CUST-027,South,Time & Materials,Remote Support,4,942.22,3768.88,2024-05-14,Overdue,2024-05-14,2024-05-28,2024-05,14,False
ORD-1323,CUST-126,East,Equipment,Display Panel,7,1194.66,8362.62,2024-06-27,Pending,2024-06-27,2024-07-11,2024-06,14,False
ORD-1324,CUST-118,South,Time & Materials,Inspection Visit,10,215.27,2152.7,2024-03-09,Pending,2024-03-09,2024-03-11,2024-03,2,True
ORD-1325,CUST-062,East,Spare Parts,Pump Seal,6,1402.2,8413.2,2024-09-18,Pending,2024-09-18,2024-09-25,2024-09,7,True
ORD-1326,CUST-036,West,Equipment,Sensor Unit,8,1289.23,10313.84,2024-12-21,Overdue,2024-12-21,2024-12-24,2024-12,3,True
ORD-1327,CUST-143,South,Equipment,Motor Assembly,3,414.84,1244.52,2024-08-18,Overdue,2024-08-18,2024-08-19,2024-08,1,True
ORD-1328,CUST-092,North,Equipment,Sensor Unit,4,1639.67,6558.68,2024-10-14,Overdue,2024-10-14,2024-10-25,2024-10,11,False
ORD-1329,CUST-127,West,Equipment,Motor Assembly,8,1002.96,8023.68,2024-02-12,Overdue,2024-02-12,2024-02-13,2024-02,1,True
ORD-1330,CUST-057,East,Spare Parts,Control Board,4,1098.34,4393.36,2024-03-27,Pending,2024-03-27,2024-04-06,2024-03,10,False
ORD-1331,CUST-127,North,Spare Parts,Control Board,9,1655.4,14898.6,2024-07-06,Overdue,2024-07-06,2024-07-20,2024-07,14,False
ORD-1332,CUST-011,West,Service Contract,Premium Plan,2,1485.18,2970.36,2024-11-30,Billed,2024-11-30,2024-12-05,2024-11,5,True
ORD-1333,CUST-009,West,Time & Materials,Remote Support,2,906.19,1812.38,2024-03-01,Billed,2024-03-01,2024-03-05,2024-03,4,True
ORD-1334,CUST-090,West,Service Contract,Enterprise Plan,3,1580.46,4741.38,2024-04-15,Billed,2024-04-15,2024-04-25,2024-04,10,False
ORD-1335,CUST-090,East,Service Contract,Premium Plan,5,614.2,3071.0,2024-05-16,Overdue,2024-05-16,2024-05-27,2024-05,11,False
ORD-1336,CUST-025,South,Equipment,Sensor Unit,5,1740.74,8703.7,2024-03-05,Overdue,2024-03-05,2024-03-19,2024-03,14,False
ORD-1337,CUST-034,South,Service Contract,Enterprise Plan,6,1665.54,9993.24,2024-12-12,Pending,2024-12-12,2024-12-20,2024-12,8,False
ORD-1338,CUST-037,East,Equipment,Motor Assembly,8,197.26,1578.08,2024-02-17,Pending,2024-02-17,2024-02-26,2024-02,9,False
ORD-1339,CUST-072,East,Equipment,Motor Assembly,6,1184.81,7108.86,2024-02-17,Overdue,2024-02-17,2024-02-25,2024-02,8,False
ORD-1340,CUST-092,North,Equipment,Sensor Unit,7,1658.45,11609.15,2024-09-10,Pending,2024-09-10,2024-09-16,2024-09,6,True
ORD-1341,CUST-073,East,Service Contract,Enterprise Plan,8,1587.19,12697.52,2024-12-15,Billed,2024-12-15,2024-12-16,2024-12,1,True
ORD-1342,CUST-026,West,Spare Parts,Filter Unit,3,910.51,2731.53,2024-01-01,Pending,2024-01-01,2024-01-05,2024-01,4,True
ORD-1343,CUST-034,East,Service Contract,Premium Plan,2,1326.45,2652.9,2024-05-08,Billed,2024-05-08,2024-05-14,2024-05,6,True
ORD-1344,CUST-043,North,Equipment,Display Panel,5,1465.68,7328.4,2024-04-29,Pending,2024-04-29,2024-05-10,2024-04,11,False
ORD-1345,CUST-024,North,Spare Parts,Pump Seal,8,201.98,1615.84,2024-10-30,Billed,2024-10-30,2024-11-08,2024-10,9,False
ORD-1346,CUST-114,North,Spare Parts,Control Board,2,1976.9,3953.8,2024-08-04,Overdue,2024-08-04,2024-08-07,2024-08,3,True
ORD-1347,CUST-123,North,Service Contract,Premium Plan,2,1474.99,2949.98,2024-02-22,Billed,2024-02-22,2024-02-28,2024-02,6,True
ORD-1348,CUST-095,East,Service Contract,Premium Plan,3,1301.07,3903.21,2024-12-12,Billed,2024-12-12,2024-12-14,2024-12,2,True
ORD-1349,CUST-136,North,Service Contract,Premium Plan,6,1458.74,8752.44,2024-11-17,Overdue,2024-11-17,2024-11-20,2024-11,3,True
ORD-1350,CUST-106,West,Service Contract,Basic Plan,2,323.03,646.06,2024-03-04,Overdue,2024-03-04,2024-03-16,2024-03,12,False
ORD-1351,CUST-099,East,Equipment,Motor Assembly,3,533.18,1599.54,2024-11-26,Billed,2024-11-26,2024-11-30,2024-11,4,True
ORD-1352,CUST-142,East,Spare Parts,Control Board,4,1059.61,4238.44,2024-09-17,Billed,2024-09-17,2024-09-29,2024-09,12,False
ORD-1353,CUST-101,East,Spare Parts,Pump Seal,8,802.48,6419.84,2024-05-03,Pending,2024-05-03,2024-05-14,2024-05,11,False
ORD-1354,CUST-019,North,Time & Materials,Remote Support,3,804.33,2412.99,2024-10-18,Pending,2024-10-18,2024-10-24,2024-10,6,True
ORD-1355,CUST-140,South,Equipment,Sensor Unit,1,1195.36,1195.36,2024-01-08,Pending,2024-01-08,2024-01-12,2024-01,4,True
ORD-1356,CUST-011,North,Equipment,Display Panel,5,1275.71,6378.55,2024-09-13,Pending,2024-09-13,2024-09-20,2024-09,7,True
ORD-1357,CUST-103,North,Service Contract,Premium Plan,2,654.32,1308.64,2024-09-18,Billed,2024-09-18,2024-10-01,2024-09,13,False
ORD-1358,CUST-040,East,Equipment,Display Panel,2,654.83,1309.66,2024-08-11,Overdue,2024-08-11,2024-08-25,2024-08,14,False
ORD-1359,CUST-062,North,Service Contract,Basic Plan,7,276.17,1933.19,2024-11-09,Overdue,2024-11-09,2024-11-10,2024-11,1,True
ORD-1360,CUST-080,South,Spare Parts,Filter Unit,3,1417.92,4253.76,2024-03-24,Pending,2024-03-24,2024-03-30,2024-03,6,True
ORD-1361,CUST-134,East,Service Contract,Premium Plan,3,1512.06,4536.18,2024-05-17,Overdue,2024-05-17,2024-05-19,2024-05,2,True
ORD-1362,CUST-008,East,Equipment,Motor Assembly,9,174.55,1570.95,2024-12-30,Overdue,2024-12-30,2025-01-10,2024-12,11,False
ORD-1363,CUST-020,West,Equipment,Display Panel,6,158.11,948.66,2024-10-17,Billed,2024-10-17,2024-10-23,2024-10,6,True
ORD-1364,CUST-041,East,Spare Parts,Filter Unit,4,1494.52,5978.08,2024-01-02,Billed,2024-01-02,2024-01-16,2024-01,14,False
ORD-1365,CUST-004,South,Spare Parts,Valve Kit,6,796.81,4780.86,2024-03-17,Billed,2024-03-17,2024-03-31,2024-03,14,False
ORD-1366,CUST-010,West,Service Contract,Premium Plan,4,861.7,3446.8,2024-06-12,Pending,2024-06-12,2024-06-26,2024-06,14,False
ORD-1367,CUST-020,East,Spare Parts,Filter Unit,3,485.21,1455.63,2024-09-21,Billed,2024-09-21,2024-09-28,2024-09,7,True
ORD-1368,CUST-018,West,Time & Materials,Remote Support,6,218.45,1310.7,2024-08-21,Billed,2024-08-21,2024-08-27,2024-08,6,True
ORD-1369,CUST-052,East,Time & Materials,Inspection Visit,10,523.04,5230.4,2024-07-07,Overdue,2024-07-07,2024-07-15,2024-07,8,False
ORD-1370,CUST-051,South,Service Contract,Basic Plan,7,96.62,676.34,2024-10-04,Pending,2024-10-04,2024-10-15,2024-10,11,False
ORD-1371,CUST-003,East,Spare Parts,Valve Kit,5,252.7,1263.5,2024-09-28,Billed,2024-09-28,2024-10-05,2024-09,7,True
ORD-1372,CUST-126,North,Service Contract,Enterprise Plan,5,231.4,1157.0,2024-04-28,Overdue,2024-04-28,2024-05-05,2024-04,7,True
